"outcome_x","instrument","transform_id","transform_label","exposure_var","instrument_var","F_partial","R2_first","N","period"
"p1__export__CHN__2000__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",434.87789751986,0.982983307560578,4320,"2000_2015"
"p1__export__CHN__2000__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",143.643203185118,0.924488009582823,4320,"2000_2015"
"p1__export__CHN__2000__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2596.3333798011,0.960984807082498,4032,"2000_2015"
"p1__export__CHN__2000__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",1215.81281395989,0.989891967083659,4320,"2000_2015"
"p1__export__CHN__2000__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",3307.04239396942,0.964713293673137,4032,"2000_2015"
"p1__export__CHN__2000__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",3112.89899819731,0.966324800806858,3744,"2000_2015"
"p1__export__CHN__2000__log_xtlag","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",1042.62488472777,0.989177748422602,4320,"2000_2015"
"p1__export__CHN__2000__logdiff_xtlag","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2603.8345460139,0.960921262373774,4320,"2000_2015"
"p1__export__CHN__2000__logdifflag_xtlag","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",2267.87395664902,0.961936008094219,4032,"2000_2015"
"p1__export__CHN__2008__level_t","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",28.5555725178747,0.987982354291681,2016,"2000_2007"
"p1__export__CHN__2008__diff_t","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",231.198673136201,0.905661374925669,1728,"2000_2007"
"p1__export__CHN__2008__difflag_t","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1301.14104939582,0.969064990643887,1728,"2000_2007"
"p1__export__CHN__2008__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",38.0026083736716,0.988219483616901,2016,"2000_2007"
"p1__export__CHN__2008__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",187.401735027486,0.931460535719877,2016,"2000_2007"
"p1__export__CHN__2008__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",1107.11744502504,0.967244629535923,1728,"2000_2007"
"p1__export__CHN__2008__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",837.387069884962,0.992209434395993,2016,"2000_2007"
"p1__export__CHN__2008__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1301.14104939582,0.969064990643887,1728,"2000_2007"
"p1__export__CHN__2008__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",1038.84959661978,0.965110539460281,1440,"2000_2007"
"p1__export__CHN__2008__log_xtlag","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",604.547139993618,0.991444502824157,2016,"2000_2007"
"p1__export__CHN__2008__logdiff_xtlag","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",1133.11890493756,0.968926348382406,2016,"2000_2007"
"p1__export__CHN__2008__logdifflag_xtlag","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",995.773314639368,0.967247633232818,1728,"2000_2007"
"p1__export__CHN__2008__level_t","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",62.2401713588565,0.989455272160023,1440,"2008_2012"
"p1__export__CHN__2008__diff_t","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",192.009910225988,0.919114662890778,1440,"2008_2012"
"p1__export__CHN__2008__difflag_t","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1394.73229010328,0.963536987245402,1440,"2008_2012"
"p1__export__CHN__2008__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",41.6821707273928,0.988575349528808,1440,"2008_2012"
"p1__export__CHN__2008__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",104.146865971884,0.918286438998057,1440,"2008_2012"
"p1__export__CHN__2008__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",1067.64442569403,0.955706469544769,1440,"2008_2012"
"p1__export__CHN__2008__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",2919.67427078981,0.993488071838771,1440,"2008_2012"
"p1__export__CHN__2008__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1394.73229010328,0.963536987245402,1440,"2008_2012"
"p1__export__CHN__2008__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",1662.66000640449,0.972968116575366,1440,"2008_2012"
"p1__export__CHN__2008__log_xtlag","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",2001.85633437412,0.992094252283437,1440,"2008_2012"
"p1__export__CHN__2008__logdiff_xtlag","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",1067.64442569403,0.955706469544769,1440,"2008_2012"
"p1__export__CHN__2008__logdifflag_xtlag","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",972.933944657978,0.961018504572634,1440,"2008_2012"
"p1__export__CHN__2008__level_t","chn_wld_minus_idn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",553.322750573082,0.987998457062636,4320,"2000_2015"
"p1__export__CHN__2008__diff_t","chn_wld_minus_idn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",230.060782219227,0.950459724455379,4032,"2000_2015"
"p1__export__CHN__2008__difflag_t","chn_wld_minus_idn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",2515.02756426515,0.976614864261215,4032,"2000_2015"
"p1__export__CHN__2008__log_t","chn_wld_minus_idn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",497.019701291724,0.988108686162066,4320,"2000_2015"
"p1__export__CHN__2008__logdiff_t","chn_wld_minus_idn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",137.309771399167,0.950216038588511,4320,"2000_2015"
"p1__export__CHN__2008__logdifflag_t","chn_wld_minus_idn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2653.18832527117,0.973994945924128,4032,"2000_2015"
"p1__export__CHN__2008__level_xtlag","chn_wld_minus_idn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",1442.04977602709,0.992751004791897,4320,"2000_2015"
"p1__export__CHN__2008__diff_xtlag","chn_wld_minus_idn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",2515.02756426515,0.976614864261215,4032,"2000_2015"
"p1__export__CHN__2008__difflag_xtlag","chn_wld_minus_idn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",2512.63651307186,0.977894224796522,3744,"2000_2015"
"p1__export__CHN__2008__log_xtlag","chn_wld_minus_idn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",1229.02588822343,0.992360593230131,4320,"2000_2015"
"p1__export__CHN__2008__logdiff_xtlag","chn_wld_minus_idn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2666.85625458601,0.973957193039957,4320,"2000_2015"
"p1__export__CHN__2008__logdifflag_xtlag","chn_wld_minus_idn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",2427.74326504169,0.974881995673138,4032,"2000_2015"
"p1__export__CHN__2000__level_t","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",3.01313744044327,0.982163386023348,2016,"2000_2007"
"p1__export__CHN__2000__diff_t","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",5.47173216231852,0.816962515668892,1728,"2000_2007"
"p1__export__CHN__2000__difflag_t","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1.4212967902376,0.884554758579075,1728,"2000_2007"
"p1__export__CHN__2000__log_t","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",1.43212184917332,0.982115023293709,2016,"2000_2007"
"p1__export__CHN__2000__logdiff_t","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",0.353581505875923,0.881226185694339,2016,"2000_2007"
"p1__export__CHN__2000__logdifflag_t","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",6.13108886152007,0.900225245351421,1728,"2000_2007"
"p1__export__CHN__2000__level_xtlag","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",0.4493214263279,0.980719841230308,2016,"2000_2007"
"p1__export__CHN__2000__diff_xtlag","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1.4212967902376,0.884554758579075,1728,"2000_2007"
"p1__export__CHN__2000__difflag_xtlag","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",3.53639561410047,0.870621336966235,1440,"2000_2007"
"p1__export__CHN__2000__log_xtlag","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",0.424522740300776,0.980263664765438,2016,"2000_2007"
"p1__export__CHN__2000__logdiff_xtlag","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",5.5449954431461,0.90594278566373,2016,"2000_2007"
"p1__export__CHN__2000__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",16.3507043065823,0.895062107199003,1728,"2000_2007"
"p1__export__CHN__2000__level_t","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",12.0694733616368,0.984857838944672,1440,"2008_2012"
"p1__export__CHN__2000__diff_t","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",41.3079031464951,0.869640593283346,1440,"2008_2012"
"p1__export__CHN__2000__difflag_t","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",9.73953032452135,0.859974264836554,1440,"2008_2012"
"p1__export__CHN__2000__log_t","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",44.3647607692123,0.98461807713638,1440,"2008_2012"
"p1__export__CHN__2000__logdiff_t","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",41.7626648547147,0.876862566484831,1440,"2008_2012"
"p1__export__CHN__2000__logdifflag_t","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",14.8006644613235,0.861335345380101,1440,"2008_2012"
"p1__export__CHN__2000__level_xtlag","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",2.07854711808214,0.973833666189562,1440,"2008_2012"
"p1__export__CHN__2000__diff_xtlag","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",9.73953032452135,0.859974264836554,1440,"2008_2012"
"p1__export__CHN__2000__difflag_xtlag","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",41.177006935269,0.901427061263796,1440,"2008_2012"
"p1__export__CHN__2000__log_xtlag","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",0.0292561031466202,0.973686076988736,1440,"2008_2012"
"p1__export__CHN__2000__logdiff_xtlag","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",14.8006644613235,0.861335345380101,1440,"2008_2012"
"p1__export__CHN__2000__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",36.1174626240557,0.899020293780018,1440,"2008_2012"
"p1__export__CHN__2000__level_t","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",18.1597361545483,0.977243694149804,4320,"2000_2015"
"p1__export__CHN__2000__diff_t","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",4.62825768775846,0.916614904699615,4032,"2000_2015"
"p1__export__CHN__2000__difflag_t","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1.26925488314454,0.916639166814363,4032,"2000_2015"
"p1__export__CHN__2000__log_t","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",8.39454209655634,0.977630735939471,4320,"2000_2015"
"p1__export__CHN__2000__logdiff_t","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",18.023417203918,0.92155018602989,4320,"2000_2015"
"p1__export__CHN__2000__logdifflag_t","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",0.501417066207175,0.922774906908913,4032,"2000_2015"
"p1__export__CHN__2000__level_xtlag","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",16.4590690222326,0.977098090381065,4320,"2000_2015"
"p1__export__CHN__2000__diff_xtlag","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",1.26925488314454,0.916639166814363,4032,"2000_2015"
"p1__export__CHN__2000__difflag_xtlag","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",11.2636578445126,0.920912842895186,3744,"2000_2015"
"p1__export__CHN__2000__log_xtlag","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",10.7456194751952,0.977312940664309,4320,"2000_2015"
"p1__export__CHN__2000__logdiff_xtlag","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",0.542899832764437,0.922690733397052,4320,"2000_2015"
"p1__export__CHN__2000__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",2.72404261587471,0.926241079650144,4032,"2000_2015"
"p1__export__CHN__2008__level_t","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",3.66726967123194,0.98770977813391,2016,"2000_2007"
"p1__export__CHN__2008__diff_t","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",10.7261305982383,0.89122620307627,1728,"2000_2007"
"p1__export__CHN__2008__difflag_t","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",5.52566115400795,0.929660252864118,1728,"2000_2007"
"p1__export__CHN__2008__log_t","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",2.27018848182471,0.987826277820114,2016,"2000_2007"
"p1__export__CHN__2008__logdiff_t","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",2.05446527778367,0.924490634769823,2016,"2000_2007"
"p1__export__CHN__2008__logdifflag_t","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2.86012995687128,0.936916007784436,1728,"2000_2007"
"p1__export__CHN__2008__level_xtlag","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",2.19573122230427,0.98638828792924,2016,"2000_2007"
"p1__export__CHN__2008__diff_xtlag","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",5.52566115400795,0.929660252864118,1728,"2000_2007"
"p1__export__CHN__2008__difflag_xtlag","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",2.07131851100014,0.925443259719794,1440,"2000_2007"
"p1__export__CHN__2008__log_xtlag","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",1.74552162068752,0.986321704840136,2016,"2000_2007"
"p1__export__CHN__2008__logdiff_xtlag","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2.50506594182896,0.94047722205085,2016,"2000_2007"
"p1__export__CHN__2008__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",12.4674856836816,0.936212721841548,1728,"2000_2007"
"p1__export__CHN__2008__level_t","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",1.39151075225057,0.98780063270903,1440,"2008_2012"
"p1__export__CHN__2008__diff_t","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",30.1814618875679,0.909646407967525,1440,"2008_2012"
"p1__export__CHN__2008__difflag_t","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",10.9495395323883,0.906076691736764,1440,"2008_2012"
"p1__export__CHN__2008__log_t","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",20.77878925604,0.98756733489688,1440,"2008_2012"
"p1__export__CHN__2008__logdiff_t","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",37.0941919920988,0.912840637174422,1440,"2008_2012"
"p1__export__CHN__2008__logdifflag_t","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",20.663375163888,0.906266051300457,1440,"2008_2012"
"p1__export__CHN__2008__level_xtlag","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",10.7133044054547,0.977508268279057,1440,"2008_2012"
"p1__export__CHN__2008__diff_xtlag","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",10.9495395323883,0.906076691736764,1440,"2008_2012"
"p1__export__CHN__2008__difflag_xtlag","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",29.4100673025513,0.928834972471454,1440,"2008_2012"
"p1__export__CHN__2008__log_xtlag","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",3.47870245992804,0.977241835061446,1440,"2008_2012"
"p1__export__CHN__2008__logdiff_xtlag","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",20.663375163888,0.906266051300457,1440,"2008_2012"
"p1__export__CHN__2008__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",25.2787347719876,0.926187521308831,1440,"2008_2012"
"p1__export__CHN__2008__level_t","usa_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",31.6075355269519,0.982628349922496,4320,"2000_2015"
"p1__export__CHN__2008__diff_t","usa_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",5.71123051716935,0.946147813152554,4032,"2000_2015"
"p1__export__CHN__2008__difflag_t","usa_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",2.97961959170622,0.94660824297588,4032,"2000_2015"
"p1__export__CHN__2008__log_t","usa_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",19.1498806849091,0.98324495684567,4320,"2000_2015"
"p1__export__CHN__2008__logdiff_t","usa_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",25.0675466225384,0.948145950485998,4320,"2000_2015"
"p1__export__CHN__2008__logdifflag_t","usa_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",1.9366388389881,0.949382657825003,4032,"2000_2015"
"p1__export__CHN__2008__level_xtlag","usa_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",30.4196177635461,0.982731224995319,4320,"2000_2015"
"p1__export__CHN__2008__diff_xtlag","usa_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",2.97961959170622,0.94660824297588,4032,"2000_2015"
"p1__export__CHN__2008__difflag_xtlag","usa_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",15.5873808806224,0.949444781515608,3744,"2000_2015"
"p1__export__CHN__2008__log_xtlag","usa_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",23.4391246354346,0.983154641679745,4320,"2000_2015"
"p1__export__CHN__2008__logdiff_xtlag","usa_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",2.0599904109254,0.949311837409071,4320,"2000_2015"
"p1__export__CHN__2008__logdifflag_xtlag","usa_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",5.12673675829471,0.951668349278181,4032,"2000_2015"
"p1__export__CHN__2000__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",103.475793812559,0.984049812046227,2016,"2000_2007"
"p1__export__CHN__2000__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",27.9444616446085,0.821251746003326,1728,"2000_2007"
"p1__export__CHN__2000__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",82.3598814173833,0.890967713589697,1728,"2000_2007"
"p1__export__CHN__2000__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",64.7585921438335,0.983382879047626,2016,"2000_2007"
"p1__export__CHN__2000__logdiff_t","jpn_lag1","logdiff_t","Δ Log (y_t, x_t)","exposure_log_diff","instrument_log_diff_lag1",28.1287674598222,0.884135028656609,2016,"2000_2007"
"p1__export__CHN__2000__logdifflag_t","jpn_lag1","logdifflag_t","Δ Log lag (y_{t-1}, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",95.7005051497487,0.905856792334774,1728,"2000_2007"
"p1__export__CHN__2000__level_xtlag","jpn_lag1","level_xtlag","Level (y_t, x_{t-1})","exposure_level_lag1","instrument_level_lag1",2.85298190457033,0.980772923387809,2016,"2000_2007"
"p1__export__CHN__2000__diff_xtlag","jpn_lag1","diff_xtlag","Δ Level (y_t, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",82.3598814173833,0.890967713589697,1728,"2000_2007"
"p1__export__CHN__2000__difflag_xtlag","jpn_lag1","difflag_xtlag","Δ Level lag (y_{t-1}, x_{t-2})","exposure_level_diff_lag2","instrument_level_diff_lag2",90.4381772248358,0.879982985121241,1440,"2000_2007"
"p1__export__CHN__2000__log_xtlag","jpn_lag1","log_xtlag","Log (y_t, x_{t-1})","exposure_log_lag1","instrument_log_lag1",0.153992739515659,0.980259535934508,2016,"2000_2007"
"p1__export__CHN__2000__logdiff_xtlag","jpn_lag1","logdiff_xtlag","Δ Log (y_t, x_{t-1})","exposure_log_diff_lag1","instrument_log_diff_lag1",94.4894157943098,0.911091210473506,2016,"2000_2007"
"p1__export__CHN__2000__logdifflag_xtlag","jpn_lag1","logdifflag_xtlag","Δ Log lag (y_{t-1}, x_{t-2})","exposure_log_diff_lag2","instrument_log_diff_lag2",89.5184418705,0.90096690348454,1728,"2000_2007"
"p1__export__CHN__2000__level_t","jpn_lag1","level_t","Level (y_t, x_t)","exposure_level","instrument_level_lag1",0.122923475929209,0.984629398691608,1440,"2008_2012"
"p1__export__CHN__2000__diff_t","jpn_lag1","diff_t","Δ Level (y_t, x_t)","exposure_level_diff","instrument_level_diff_lag1",40.0621648474659,0.870990192476032,1440,"2008_2012"
"p1__export__CHN__2000__difflag_t","jpn_lag1","difflag_t","Δ Level lag (y_{t-1}, x_{t-1})","exposure_level_diff_lag1","instrument_level_diff_lag1",8.2430455286593,0.859984006168166,1440,"2008_2012"
"p1__export__CHN__2000__log_t","jpn_lag1","log_t","Log (y_t, x_t)","exposure_log","instrument_log_lag1",0.193825023632791,0.983787460341479,1440,"2008_2012"
